Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Value_co2_emissions_kt_by_country
578.29,305.95,104.16,1182610.0
564.95,303.86,101.36,1170380.0
605.12,280.34,101.1,1206599.976
633.76,228.01,114.18,1214949.951
621.6,268.32,114.73,1209849.976
634.09,280.5,100.57,1212819.946
628.77,291.54,112.07,1189520.02
705.37,267.34,100.8,1225069.946
663.88,241.25,100.79,1158219.971
611.86,263.05,102.28,1100979.98
689.89,278.36,113.92,1156479.98
777.1,153.38,116.5,1213520.02
920.39,15.12,111.09,1253609.985
897.88,10.43,121.48,1262780.029
892.18,0.0,136.53,1217119.995
844.23,3.24,157.34,1179439.941
832.4,14.87,157.7,1167790.039
806.12,27.75,175.12,1155229.98
780.61,47.82,183.63,1116150.024
735.66,63.88,192.72,1081569.946
716.67,41.86,205.6,0.0
6.89,0.0,0.05,16270.0
7.04,0.0,0.05,16250.0
7.59,0.0,0.06,16870.00084
7.47,0.0,0.05,17309.99947
8.37,0.0,0.06,18579.99992
9.01,0.0,0.07,19870.00084
10.38,0.0,0.07,20170.00008
12.14,0.0,0.09,21090.00015
12.92,0.0,0.09,20010.00023
13.33,0.0,0.08,20659.99985
13.81,0.0,0.08,20200.00076
13.7,0.0,0.07,20760.00023
15.52,0.0,0.08,24120.00084
16.15,0.0,0.07,23799.99924
17.1,0.0,0.08,25549.99924
17.63,0.0,0.29,25309.99947
17.61,0.0,0.93,24819.99969
18.1,0.0,1.48,26149.99962
17.04,0.0,2.22,24780.00069
16.41,0.0,3.02,24629.99916
15.72,0.0,4.32,0.0
44.11,0.0,7.53,120150.0
47.3,0.0,8.08,117440.0
49.44,0.0,8.89,131059.9976
55.24,0.0,8.62,146139.9994
58.89,0.0,8.06,158029.9988
60.06,0.0,7.86,169210.0067
63.89,0.0,7.77,185300.0031
68.45,0.0,8.17,198389.9994
72.89,0.0,7.46,242029.9988
71.85,0.0,6.88,213610.0006
74.63,0.0,8.02,229699.9969
78.7,0.0,7.88,245449.9969
82.98,0.0,7.64,244600.0061
84.88,0.0,7.73,260010.0098
86.37,0.0,8.27,209229.9957
82.2,0.0,9.45,190729.9957
82.65,0.0,11.98,202149.9939
91.48,0.0,11.64,214580.0018
96.36,0.0,10.91,216600.0061
95.39,0.0,11.09,212110.0006
96.7,0.0,11.94,0.0
2.02,0.0,2.03,8320.0
1.52,0.0,3.08,7610.0
1.1,0.0,3.65,7420.000076
0.99,0.0,4.11,6530.00021
1.45,0.0,4.0,7440.000057
1.69,0.0,4.18,8319.999695
1.84,0.0,4.48,9300.000191
1.87,0.0,4.65,9369.999886
2.22,0.0,4.18,9909.999847
2.73,0.0,3.84,11710.00004
2.12,0.0,5.1,12640.00034
2.4,0.0,5.18,13029.99973
2.03,0.0,6.06,12149.99962
2.58,0.0,6.11,14100.00038
1.67,0.0,6.7,15149.99962
1.43,0.0,8.44,17209.99908
1.43,0.0,8.26,19110.00061
2.29,0.0,8.41,18979.99954
1.46,0.0,9.79,17489.99977
1.25,0.0,10.24,22280.00069
0.92,0.0,10.83,0.0
0.01,0.0,0.0,30.0
0.01,0.0,0.0,30.0
0.01,0.0,0.0,39.99999911
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,50.00000075
0.02,0.0,0.0,70.0000003
0.02,0.0,0.0,70.0000003
0.02,0.0,0.0,59.99999866
0.02,0.0,0.0,59.99999866
0.02,0.0,0.0,59.99999866
0.02,0.0,0.0,50.00000075
0.02,0.0,0.0,50.00000075
0.02,0.0,0.0,59.99999866
0.02,0.0,0.0,59.99999866
0.02,0.0,0.0,59.99999866
0.02,0.0,0.0,59.99999866
0.03,0.0,0.0,70.0000003
0.03,0.0,0.0,90.00000358
0.03,0.0,0.0,90.00000358
0.03,0.0,0.0,90.00000358
0.03,0.0,0.0,0.0
30.38,0.0,0.0,49840.0
32.24,0.0,0.0,53190.0
34.18,0.0,0.0,55590.00015
37.41,0.0,0.0,58119.99893
38.78,0.0,0.0,61909.99985
41.11,0.0,0.0,69910.00366
44.75,0.0,0.0,72430.00031
45.83,0.0,0.0,70599.99847
48.64,0.0,0.0,75839.99634
50.02,0.0,0.0,77650.00153
53.66,0.0,0.0,80720.00122
54.04,0.0,0.0,83290.00092
57.45,0.0,0.0,85309.99756
57.32,0.0,0.01,87360.00061
61.23,0.0,0.01,85569.99969
64.18,0.0,0.01,89019.99664
65.83,0.0,0.02,91550.00305
68.36,0.0,0.04,90730.00336
69.58,0.0,0.06,91389.99939
70.45,0.0,0.06,92650.00153
66.89,0.0,0.05,0.0
1.32,0.0,2.82,6930.0
1.44,0.0,2.83,7360.0
1.49,0.0,2.48,7349.999905
1.63,0.0,2.34,7590.000153
1.49,0.0,3.2,7619.999886
1.5,0.0,3.42,7710.000038
2.1,0.0,2.79,8199.999809
1.94,0.0,2.82,8529.999733
2.06,0.0,3.21,8109.999657
2.01,0.0,3.56,7360.000134
2.99,0.0,3.64,8520.000458
3.01,0.0,3.08,7900.000095
2.06,0.0,4.11,7570.000172
2.67,0.0,3.53,7449.999809
2.34,0.0,2.8,7280.00021
2.76,0.0,2.78,7320.000172
2.94,0.0,3.48,7150.000095
2.07,0.0,5.46,7119.999886
3.23,0.0,3.49,7789.999962
3.25,0.0,3.19,7570.000172
2.08,0.0,3.64,0.0
8.75,0.0,0.44,15670.0
9.24,0.0,0.33,16890.0
10.38,0.0,0.67,16840.00015
10.64,0.0,1.35,17409.99985
10.68,0.0,1.11,17879.99916
10.7,0.0,1.04,17280.00069
10.26,0.0,0.69,16229.99954
10.8,0.0,0.58,15039.99996
12.2,0.0,0.37,18649.99962
12.36,0.0,0.62,21899.99962
13.98,0.0,0.83,20860.00061
14.57,0.0,0.8,21180.00031
14.54,0.0,1.01,23469.99931
16.49,0.0,1.27,23239.99977
16.7,0.0,0.22,25149.99962
17.06,0.0,0.51,27010.00023
17.82,0.0,0.46,27809.99947
19.52,0.0,0.52,29319.99969
19.57,0.0,0.47,27790.00092
19.24,0.0,1.12,27950.00076
18.28,0.0,1.21,0.0
0.0,0.0,0.29,390.0
0.0,0.0,0.28,400.0
0.0,0.0,0.31,409.9999964
0.0,0.0,0.32,409.9999964
0.0,0.0,0.3,430.0000072
0.0,0.0,0.46,430.0000072
0.0,0.0,0.52,430.0000072
0.0,0.0,0.55,439.9999976
0.0,0.0,0.58,460.0000083
0.0,0.0,0.65,529.9999714
0.0,0.0,0.69,550.0000119
0.0,0.0,0.49,569.9999928
0.0,0.0,0.49,620.0000048
0.0,0.0,0.51,610.0000143
0.0,0.0,0.52,610.0000143
0.0,0.0,0.53,649.9999762
0.0,0.0,0.52,689.9999976
0.0,0.0,0.54,699.9999881
0.0,0.0,0.54,730.0000191
0.0,0.0,0.5,769.9999809
0.0,0.0,0.5,0.0
0.2,0.0,0.0,430.0
0.2,0.0,0.0,450.0
0.2,0.0,0.0,449.9999881
0.2,0.0,0.0,479.9999893
0.2,0.0,0.0,560.0000024
0.2,0.0,0.0,670.0000167
0.2,0.0,0.0,689.9999976
0.25,0.0,0.0,639.9999857
0.25,0.0,0.0,540.0000215
0.25,0.0,0.0,540.0000215
0.25,0.0,0.0,730.0000191
0.28,0.0,0.0,850.0000238
0.28,0.0,0.0,949.9999881
0.28,0.0,0.0,920.0000167
0.28,0.0,0.0,1220.000029
0.29,0.0,0.0,1259.99999
0.38,0.0,0.0,1409.999967
0.37,0.0,0.0,1279.999971
0.32,0.0,0.0,1129.999995
0.31,0.0,0.0,1179.999948
0.36,0.0,0.53,0.0
14.56,0.0,0.0,44720.0
15.15,0.0,0.0,44450.0
16.48,0.0,0.0,45590.00015
17.81,0.0,0.0,48919.99817
18.99,0.0,0.0,48459.99908
21.31,0.0,0.0,52990.00168
23.26,0.0,0.0,52919.99817
24.66,0.0,0.0,49389.99939
28.88,0.0,0.0,53270.00046
29.18,0.0,0.0,56400.00153
30.6,0.0,0.01,59549.99924
24.43,0.0,0.01,41950.00076
32.21,0.0,0.01,57630.00107
35.63,0.0,0.01,58610.00061
35.46,0.0,0.01,58000.0
35.26,0.0,0.01,51330.00183
29.52,0.0,0.01,50950.00076
31.27,0.0,0.01,55159.99985
32.11,0.0,0.01,56619.99893
31.68,0.0,0.01,56799.99924
30.09,0.0,0.01,0.0
2.27,8.42,0.34,10510.0
2.6,11.36,0.33,11150.0
2.66,14.14,0.35,11220.00027
2.85,15.48,0.33,11229.99954
3.05,15.1,0.43,11909.99985
3.42,10.34,0.46,12829.99992
2.79,8.65,0.43,13020.00046
2.82,9.83,0.58,13210.00004
2.6,9.89,0.6,13060.00042
2.84,10.85,0.68,11689.99958
3.84,0.0,0.91,12600.00038
2.88,0.0,1.11,11850.00038
3.12,0.0,1.18,11930.00031
2.45,0.0,1.53,11329.99992
1.95,0.0,1.51,10859.99966
2.32,0.0,1.68,11069.99969
1.31,0.0,2.1,11199.99981
0.82,0.0,2.53,11220.00027
0.55,0.0,2.2,11649.99962
0.67,0.0,2.47,11729.99954
1.96,0.0,2.57,0.0
0.24,0.0,0.16,8560.0
0.7,0.0,0.17,9120.0
2.65,0.0,0.15,9819.999695
2.65,0.0,0.14,10239.99977
3.18,0.0,0.19,11659.99985
3.14,0.0,0.21,11909.99985
3.29,0.0,0.25,11720.00027
2.93,0.0,0.26,11109.99966
2.44,0.0,0.28,11020.00046
2.88,0.0,0.27,10439.99958
2.97,0.0,0.27,11029.99973
2.4,0.0,0.24,10899.99962
2.45,0.0,0.31,10689.99958
1.48,0.0,0.36,10149.99962
1.51,0.0,0.4,9649.999619
0.91,0.0,0.43,9130.000114
0.33,0.0,0.46,8850.000381
0.3,0.0,0.6,9000.0
0.28,0.0,0.68,9319.999695
0.27,0.0,0.8,9489.999771
0.25,0.0,0.97,0.0
0.24,0.0,0.54,1650.0
0.36,0.0,0.53,1670.0
0.33,0.0,0.54,1120.000005
0.39,0.0,0.6,1549.999952
0.47,0.0,0.63,1649.999976
0.47,0.0,0.64,1710.000038
0.5,0.0,0.63,1639.999986
0.47,0.0,0.71,1720.000029
0.54,0.0,0.69,1779.999971
0.5,0.0,0.73,1690.000057
0.62,0.0,0.7,1870.000005
0.66,0.0,0.68,2190.000057
0.95,0.0,0.75,2740.00001
1.04,0.0,0.81,2930.000067
1.08,0.0,0.89,3009.99999
1.11,0.0,0.95,3279.999971
1.12,0.0,0.9,3180.000067
1.4,0.0,0.8,3470.000029
1.29,0.0,0.98,3349.999905
1.1,0.0,0.91,4119.999886
1.29,0.0,0.68,0.0
0.15,0.0,1.09,710.0
0.15,0.0,1.11,680.0
0.16,0.0,1.17,680.0000072
0.12,0.0,1.23,750.0
0.15,0.0,1.34,769.9999809
0.14,0.0,1.39,759.9999905
0.14,0.0,1.42,779.9999714
0.14,0.0,1.45,829.9999833
0.11,0.0,1.62,959.9999785
0.13,0.0,1.58,980.0000191
0.13,0.0,1.83,889.9999857
0.13,0.0,1.88,930.0000072
0.13,0.0,1.96,949.9999881
0.13,0.0,1.96,980.0000191
0.13,0.0,2.08,850.0000238
0.13,0.0,2.08,930.0000072
0.15,0.0,2.05,1120.000005
0.19,0.0,1.9,1190.000057
0.2,0.0,1.44,1379.999995
0.2,0.0,1.5,1450.000048
0.21,0.0,1.5,0.0
62.91,0.0,7.56,124360.0
69.71,0.0,6.64,129460.0
74.78,0.0,5.81,136380.0049
77.25,0.0,5.51,144490.0055
89.3,0.0,6.15,158270.0043
91.79,0.0,6.6,167419.9982
96.31,0.0,6.94,174100.0061
101.52,0.0,6.72,189940.0024
105.01,0.0,8.61,202910.0037
107.66,0.0,8.28,181929.9927
117.16,0.0,7.62,200220.0012
117.43,0.0,9.6,202740.0055
123.23,0.0,10.76,205809.9976
127.86,0.0,13.04,223660.0037
133.16,0.0,14.31,236649.9939
135.17,0.0,14.94,236539.9933
135.56,0.0,21.09,235960.0067
132.7,0.0,27.94,227619.9951
142.27,0.0,28.31,244410.0037
149.7,0.0,28.76,253270.0043
138.77,0.0,30.54,0.0
0.1,0.0,0.0,460.0
0.11,0.0,0.0,480.0
0.12,0.0,0.0,620.0000048
0.13,0.0,0.0,529.9999714
0.15,0.0,0.0,750.0
0.17,0.0,0.0,720.0000286
0.2,0.0,0.0,870.0000048
0.23,0.0,0.0,870.0000048
0.26,0.0,0.0,870.0000048
0.28,0.0,0.0,910.0000262
0.34,0.0,0.0,959.9999785
0.36,0.0,0.0,1009.99999
0.39,0.0,0.0,1139.999986
0.4,0.0,0.0,1129.999995
0.5,0.0,0.01,1370.000005
0.56,0.0,0.01,1370.000005
0.6,0.0,0.01,1759.99999
0.6,0.0,0.02,1860.000014
0.61,0.0,0.03,2099.999905
0.61,0.0,0.03,2109.999895
0.57,0.0,0.04,0.0
0.14,0.0,0.25,1410.0
0.15,0.0,0.25,1610.0
0.15,0.0,0.26,1399.999976
0.17,0.0,0.26,1399.999976
0.18,0.0,0.28,1480.000019
0.29,0.0,0.49,1649.999976
0.31,0.0,0.53,1889.999986
0.31,0.0,0.52,2069.999933
0.37,0.0,0.63,2079.999924
0.39,0.0,0.73,2509.99999
0.53,0.0,1.18,2779.999971
0.66,0.0,1.24,3119.999886
0.89,0.0,1.37,3109.999895
1.04,0.0,1.24,3220.000029
0.85,0.0,1.51,3380.000114
1.05,0.0,1.27,3650.000095
1.15,0.0,1.62,4670.000076
1.64,0.0,1.65,5179.999828
1.97,0.0,1.56,5469.99979
2.15,0.0,1.17,5829.999924
2.04,0.0,1.16,0.0
1.92,0.0,0.0,2130.0
1.94,0.0,0.0,2490.0
2.05,0.0,0.0,2319.999933
2.24,0.0,0.0,2609.999895
2.22,0.0,0.0,2599.999905
2.24,0.0,0.0,2630.000114
2.26,0.0,0.0,2650.000095
2.3,0.0,0.0,2720.000029
2.31,0.0,0.0,2720.000029
2.17,0.0,0.0,2509.99999
2.11,0.0,0.0,2589.999914
2.17,0.0,0.0,2569.999933
2.27,0.0,0.03,2720.000029
2.22,0.0,0.04,2369.999886
2.17,0.0,0.08,2359.999895
1.2,0.0,0.1,1659.999967
0.72,0.0,0.14,1350.000024
1.48,0.0,0.17,1519.999981
1.77,0.0,0.2,1549.999952
1.86,0.0,0.21,1659.999967
1.9,0.0,0.25,0.0
0.2,0.0,0.03,1270.0
0.24,0.0,0.03,1400.0
0.47,0.0,0.03,1549.999952
0.43,0.0,0.04,1480.000019
0.47,0.0,0.04,1639.999986
0.45,0.0,0.05,1509.99999
0.4,0.0,0.05,1730.000019
0.42,0.0,0.05,1990.00001
0.49,0.0,0.06,1899.999976
0.47,0.0,0.11,2349.999905
0.52,0.0,0.12,2400.000095
0.7,0.0,0.13,2460.000038
0.77,0.0,0.14,2730.000019
0.73,0.0,0.21,2589.999914
0.76,0.0,0.22,2900.000095
0.82,0.0,0.32,3559.999943
0.92,0.0,0.29,3259.99999
1.18,0.0,0.33,3490.00001
1.26,0.0,0.43,3690.000057
1.36,0.0,0.46,3950.000048
1.29,0.0,0.48,0.0
1.4,0.0,0.28,2430.0
1.49,0.0,0.31,2570.0
1.52,0.0,0.33,2609.999895
1.61,0.0,0.37,2750.0
1.68,0.0,0.37,2769.999981
1.52,0.0,0.62,2960.000038
1.87,0.0,0.35,3299.999952
1.97,0.0,0.35,3400.000095
2.06,0.0,0.37,3470.000029
1.97,0.0,0.49,3420.000076
2.1,0.0,0.47,3660.000086
2.2,0.0,0.4,3640.000105
2.29,0.0,0.35,3730.000019
2.35,0.0,0.38,3819.999933
2.38,0.0,0.42,3950.000048
2.37,0.0,0.49,3960.000038
2.42,0.0,0.48,4039.999962
2.52,0.0,0.45,4170.000076
2.45,0.0,0.52,4130.000114
2.5,0.0,0.59,4170.000076
2.17,0.0,0.57,0.0
141.8,7.81,44.51,379180.0
153.32,8.29,39.56,378830.0
159.81,9.26,35.67,386000.0
160.45,9.98,32.11,404690.0024
173.66,8.73,38.19,414100.0061
178.76,10.32,42.29,432190.0024
182.76,10.4,43.63,448299.9878
191.83,9.95,42.14,457119.9951
184.51,9.36,53.22,459549.9878
194.75,10.11,40.59,448369.9951
207.38,5.66,51.37,462869.9951
219.88,9.66,50.7,478399.9939
229.14,8.41,47.2,486450.0122
231.23,11.38,44.67,475739.9902
223.43,9.3,57.46,462239.9902
234.28,11.18,52.42,471630.0049
239.78,10.27,52.97,473309.9976
242.69,10.57,55.88,471579.9866
259.92,13.32,58.78,452570.0073
248.2,10.88,59.0,449269.989
245.46,10.87,69.19,0.0
2.82,0.0,0.0,9000.0
2.89,0.0,0.0,8970.0
2.99,0.0,0.0,9600.000381
3.02,0.0,0.0,9310.00042
3.19,0.0,0.0,9560.00042
3.3,0.0,0.0,11060.00042
3.43,0.0,0.0,12420.00008
3.6,0.0,0.0,13020.00046
3.9,0.0,0.01,12970.00027
3.93,0.0,0.01,13640.00034
4.01,0.0,0.05,14310.00042
4.21,0.0,0.06,15729.99954
4.47,0.0,0.06,17139.99939
4.6,0.0,0.12,18379.99916
4.86,0.0,0.21,18120.00084
4.97,0.0,0.22,17299.99924
5.09,0.0,0.25,18170.00008
5.27,0.0,0.25,19579.99992
5.71,0.0,0.44,21549.99924
5.88,0.0,0.65,23069.99969
6.04,0.0,0.68,0.0
0.86,0.0,1.28,2099.999905
1.29,0.0,1.54,2690.000057
0.69,0.0,2.07,1750.0
1.27,0.0,2.75,2579.999924
1.45,0.0,1.2,2539.999962
1.37,0.0,1.48,2329.999924
1.44,0.0,2.5,2269.999981
1.42,0.0,1.75,2220.000029
1.51,0.0,1.49,2359.999895
1.3,0.0,1.84,2150.000095
1.36,0.0,1.12,2269.999981
1.55,0.0,2.25,2500.0
1.5,0.0,1.93,2599.999905
1.62,0.0,1.77,0.0
11.36,0.0,0.77,32880.0
13.13,0.0,1.07,36270.0
14.13,0.0,1.03,37470.00122
14.84,0.0,1.64,37250.0
15.71,0.0,1.79,40990.00168
17.59,0.0,1.18,43580.00183
18.1,0.0,1.17,45000.0
18.15,0.0,1.19,46349.99847
18.42,0.0,1.22,48630.00107
17.09,0.0,2.93,48750.0
19.54,0.0,4.1,51759.99832
22.3,0.0,2.69,55939.99863
24.97,0.0,2.42,58080.00183
22.59,0.0,4.19,57590.00015
24.13,0.0,3.61,58689.99863
25.09,0.0,4.45,60409.99985
25.74,0.0,4.74,60319.99969
26.86,0.0,4.69,63520.00046
27.71,0.0,6.52,64959.99908
32.38,0.0,7.6,71480.00336
31.36,0.0,7.02,0.0
0.03,0.0,9.58,1430.0
0.04,0.0,11.74,1410.0
0.04,0.0,12.57,1570.000052
0.05,0.0,10.78,1899.999976
0.05,0.0,11.58,1909.999967
0.04,0.0,13.15,1710.000038
0.04,0.0,14.59,1860.000014
0.04,0.0,15.92,2230.000019
0.04,0.0,14.98,2240.00001
0.04,0.0,16.8,2490.00001
0.05,0.0,16.5,2680.000067
0.06,0.0,16.66,3349.999905
0.06,0.0,15.01,3680.000067
0.28,0.0,14.51,4199.999809
1.19,0.0,16.38,4860.000134
2.07,0.0,17.62,5519.999981
2.82,0.0,15.71,7280.00021
2.63,0.0,14.16,7210.000038
2.94,0.0,13.88,6949.999809
3.65,0.0,15.06,7500.0
3.49,0.0,15.85,0.0
2.8,0.0,2.11,9440.0
2.45,0.0,2.05,8350.0
2.55,0.0,2.45,8300.000191
2.86,0.0,2.52,10489.99977
2.79,0.0,2.6,10149.99962
2.66,0.0,3.16,10720.00027
2.47,0.0,3.49,9970.000267
2.39,0.0,3.81,10390.00034
2.19,0.0,4.24,7900.000095
1.47,0.0,5.34,7489.999771
2.1,0.0,5.24,8130.000114
2.02,0.0,7.63,8689.99958
2.73,0.0,7.94,11960.00004
3.18,0.0,8.99,13600.00038
4.99,0.0,8.99,17040.00092
6.12,0.0,9.6,19040.00092
7.53,0.0,10.02,21860.00061
9.18,0.0,11.27,32500.0
9.78,0.0,12.61,32939.99863
12.78,0.0,10.95,36720.00122
12.25,0.0,11.31,0.0
0.04,0.0,1.37,1940.0
0.0,0.0,1.36,2460.0
0.0,0.0,1.45,2130.000114
0.01,0.0,1.5,2269.999981
0.0,0.0,1.59,2380.000114
0.04,0.0,1.64,2529.999971
0.09,0.0,1.59,2529.999971
0.04,0.0,1.56,2619.999886
0.17,0.0,1.48,2950.000048
0.08,0.0,1.39,3019.999981
0.05,0.0,1.25,3130.000114
0.03,0.0,1.4,3329.999924
0.03,0.0,1.6,3529.999971
0.06,0.0,1.28,3789.999962
0.02,0.0,1.5,3950.000048
0.03,0.0,1.53,4199.999809
0.06,0.0,1.41,4130.000114
0.06,0.0,1.68,4269.999981
0.02,0.0,1.39,4230.000019
0.04,0.0,1.32,4219.99979
0.06,0.0,1.89,0.0
0.03,0.0,0.0,90.0
0.03,0.0,0.0,80.0
0.03,0.0,0.0,79.99999821
0.03,0.0,0.0,70.0000003
0.03,0.0,0.0,70.0000003
0.03,0.0,0.0,70.0000003
0.03,0.0,0.0,50.00000075
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,39.99999911
0.02,0.0,0.0,50.00000075
0.02,0.0,0.0,50.00000075
0.03,0.0,0.0,59.99999866
0.03,0.0,0.0,59.99999866
0.03,0.0,0.0,70.0000003
0.03,0.0,0.0,59.99999866
0.03,0.0,0.0,59.99999866
0.04,0.0,0.0,0.0
0.06,0.0,1.63,3220.0
0.02,0.0,1.83,3460.0
0.02,0.0,2.1,2789.999962
0.0,0.0,2.24,3019.999981
0.01,0.0,2.38,2809.999943
0.01,0.0,2.49,3190.000057
0.01,0.0,2.71,2619.999886
0.01,0.0,2.77,2690.000057
0.01,0.0,2.79,2990.00001
0.01,0.0,3.08,3880.000114
0.0,0.0,3.18,4639.999866
0.0,0.0,3.46,5199.999809
0.02,0.0,3.51,6000.0
0.01,0.0,3.49,6090.000153
0.0,0.0,3.78,7130.000114
0.0,0.0,3.45,7190.000057
0.0,0.0,4.23,10409.99985
0.0,0.0,4.72,12479.99954
0.0,0.0,4.99,15189.99958
0.0,0.0,6.26,13449.99981
0.0,0.0,6.33,0.0
82.49,3.93,2.97,162100.0
86.14,3.98,3.31,167120.0
87.86,3.91,3.98,167429.9927
88.62,4.02,3.96,170360.0006
91.89,3.82,5.3,172119.9951
88.22,4.0,7.46,167929.9927
87.17,3.47,8.05,163699.9969
93.21,4.2,7.59,164550.0031
93.7,4.17,9.53,165220.0012
98.48,4.25,10.83,160490.0055
103.95,3.97,11.19,171110.0006
97.35,4.14,12.32,158770.0043
86.69,3.91,12.47,157470.0012
86.51,2.89,12.1,157089.9963
87.48,4.09,11.65,149789.9933
91.03,4.08,13.69,157410.0037
95.09,3.96,14.78,158539.9933
94.81,3.4,17.43,155759.9945
91.26,3.51,18.91,151360.0006
94.09,3.91,22.79,146339.9963
85.95,4.09,32.75,0.0
10.69,0.0,27.51,29450.0
13.51,0.0,24.84,31620.0
11.39,0.0,28.07,31540.00092
12.62,0.0,26.9,33400.00153
10.91,0.0,30.61,32840.00015
13.93,0.0,27.6,34229.99954
13.99,0.0,28.08,34270.00046
13.95,0.0,28.46,33270.00046
14.42,0.0,27.97,34169.99817
11.49,0.0,30.68,31170.00008
11.27,0.0,32.3,31049.99924
10.07,0.0,33.18,30290.00092
11.74,0.0,31.4,32110.00061
10.55,0.0,31.82,31889.99939
8.66,0.0,34.0,31969.99931
8.42,0.0,34.92,32279.99878
6.73,0.0,36.2,31190.00053
7.98,0.0,35.33,32930.00031
7.13,0.0,36.3,32360.00061
7.84,0.0,35.97,34009.99832
8.42,0.0,34.77,0.0
1.69,0.0,0.44,3770.0
1.87,0.0,0.46,3930.0
2.01,0.0,0.69,4059.999943
1.78,0.0,0.82,4559.999943
1.67,0.0,1.02,4530.00021
1.82,0.0,1.19,4340.000153
1.95,0.0,1.15,4550.000191
1.93,0.0,0.99,4699.999809
1.96,0.0,1.26,4500.0
2.39,0.0,1.16,4389.999866
2.17,0.0,1.34,4510.000229
2.35,0.0,1.31,4769.999981
2.22,0.0,1.67,4690.000057
1.99,0.0,2.05,4469.99979
2.07,0.0,2.28,4760.000229
2.2,0.0,2.24,5269.999981
2.09,0.0,2.38,5380.000114
2.08,0.0,2.3,5480.000019
2.05,0.0,2.48,5110.000134
2.17,0.0,2.31,5239.999771
2.0,0.0,2.42,0.0
0.18,0.0,0.0,670.0
0.16,0.0,0.0,670.0
0.17,0.0,0.0,699.9999881
0.18,0.0,0.0,759.9999905
0.19,0.0,0.0,790.0000215
0.22,0.0,0.0,759.9999905
0.21,0.0,0.0,750.0
0.21,0.0,0.0,819.9999928
0.21,0.0,0.0,860.0000143
0.24,0.0,0.0,1080.000043
0.27,0.0,0.0,1370.000005
0.32,0.0,0.0,1409.999967
0.38,0.0,0.01,1889.999986
0.41,0.0,0.01,1970.000029
0.41,0.0,0.01,2150.000095
0.5,0.0,0.01,2109.999895
0.49,0.0,0.01,2109.999895
0.52,0.0,0.01,1909.999967
0.49,0.0,0.05,1950.000048
0.56,0.0,0.05,2150.000095
0.38,0.0,0.05,0.0
8.45,0.0,5.7,97220.0
8.98,0.0,5.86,101950.0
12.51,0.0,8.16,92239.99786
11.97,0.0,7.38,101000.0
15.2,0.0,8.05,98730.00336
14.83,0.0,7.7,98720.00122
15.83,0.0,6.21,88769.99664
15.74,0.0,6.17,81120.00275
14.47,0.0,5.67,86930.00031
14.33,0.0,4.49,76949.99695
18.56,0.0,6.33,90059.99756
19.88,0.0,5.84,95000.0
21.66,0.0,5.64,95339.99634
22.14,0.0,5.31,108129.9973
25.26,0.0,5.34,114830.0018
25.1,0.0,5.71,107760.0021
23.89,0.0,8.12,110830.0018
25.06,0.0,7.72,108500.0
24.11,0.0,7.74,109889.9994
23.16,0.0,8.49,115279.9988
21.98,0.0,7.75,0.0
5.64,0.0,1.17,8760.0
5.74,0.0,0.63,8920.0
5.33,0.0,0.76,8369.999886
5.36,0.0,1.37,9140.000343
5.18,0.0,1.48,8840.000153
5.45,0.0,1.49,9229.999542
5.36,0.0,1.65,9220.000267
5.49,0.0,1.01,9699.999809
5.47,0.0,0.84,9479.999542
5.55,0.0,1.27,8869.999886
4.83,0.0,2.43,8640.000343
5.33,0.0,1.43,9520.000458
5.22,0.0,1.04,9050.000191
4.5,0.0,1.59,8140.000343
4.09,0.0,1.29,7699.999809
3.62,0.0,2.03,7409.999847
3.56,0.0,2.07,7300.000191
4.31,0.0,1.29,7789.999962
3.65,0.0,1.96,7300.000191
4.53,0.0,1.34,8300.000191
3.86,0.0,1.48,0.0
0.32,0.0,142.11,34290.0
0.42,0.0,120.74,34720.0
0.42,0.0,129.7,34369.99893
0.56,0.0,106.03,37169.99817
0.59,0.0,109.39,37340.00015
0.58,0.0,136.52,36349.99847
0.69,0.0,120.4,37200.00076
1.0,0.0,134.94,37750.0
0.67,0.0,140.35,36869.99893
4.41,0.0,126.49,37430.00031
5.12,0.0,117.97,41409.99985
4.31,0.0,121.9,39599.99847
2.95,0.0,143.6,38490.00168
2.85,0.0,130.42,39500.0
3.0,0.0,137.94,39110.00061
2.99,0.0,140.07,39490.00168
2.97,0.0,145.16,38759.99832
2.93,0.0,145.48,37720.00122
2.96,0.0,143.06,37590.00015
2.76,0.0,131.07,35950.00076
2.2,0.0,152.09,0.0
8.56,0.0,0.0,25110.0
9.15,0.0,0.0,28030.0
9.71,0.0,0.0,29969.99931
10.07,0.0,0.0,31700.00076
10.81,0.0,0.0,31260.00023
11.89,0.0,0.0,31010.00023
13.26,0.0,0.0,39189.99863
13.32,0.0,0.0,42259.99832
14.88,0.0,0.0,41310.00137
16.75,0.0,0.0,43590.00015
18.63,0.0,0.0,47080.00183
20.56,0.0,0.0,53619.99893
23.52,0.0,0.0,60549.99924
24.67,0.0,0.0,63009.99832
